 kvkey |             kvts              |                 kvname                 |             kvvalue              |   kvseq   | kvpvmi |        kvpvname        | kvro |  kvmotion  |           kvmd2cmd           | kvstn | kvdbrtype |  kvnotify   
  6499 | 2011-07-18 09:11:24.520242-05 | stns.2.phi.maxPosition                 | 360                              |   4195155 |        |                        | t    |            |                              |     2 |         6 | 
  6487 | 2011-07-18 09:11:24.520242-05 | stns.2.phi.minPosition                 | 0                                |   4195155 |        |                        | t    |            |                              |     2 |         6 | 
  6488 | 2011-07-18 09:11:24.520242-05 | stns.2.phi.moveMode                    | freeRotation                     |   4195155 |        |                        | t    |            |                              |     2 |         3 | 
  6491 | 2011-07-18 09:11:24.520242-05 | stns.2.phi.name                        | phi                              |   4195155 |        |                        | t    |            |                              |     2 |         0 | 
  6494 | 2011-07-18 09:11:24.520242-05 | stns.2.phi.negLimitSet                 | 0                                |   4195155 |        |                        | t    |            |                              |     2 |         6 | 
  6481 | 2012-11-26 12:59:11.322409-06 | stns.2.phi.position                    | 0.00                             | 101125338 |        |                        | t    |            | moveAbs phi                  |     2 |         6 | 
  6503 | 2011-07-18 09:11:24.520242-05 | stns.2.phi.posLimitSet                 | 0                                |   4195155 |        |                        | t    |            |                              |     2 |         6 | 
  6493 | 2011-07-18 09:11:24.520242-05 | stns.2.phi.presets.length              | 0                                |   4195155 |        |                        | t    |            |                              |     2 |         1 | {}
  6482 | 2011-07-18 09:11:24.520242-05 | stns.2.phi.printPrecision              | 4                                |   4195155 |        |                        | t    |            |                              |     2 |         1 | 
  6485 | 2011-07-18 09:11:24.520242-05 | stns.2.phi.smallStep                   | 10                               |   4195155 |        |                        | t    |            |                              |     2 |         6 | 
  7988 | 2012-06-20 12:50:48.09551-05  | stns.2.running                         | 0                                |  74718798 |        |                        | t    |            |                              |     2 |         0 | 
  6489 | 2012-06-21 09:01:38.11791-05  | stns.2.samplePresent                   | false                            |  75115483 |        |                        | t    |            |                              |     2 |         3 | 
  6245 | 2012-06-21 09:01:38.11791-05  | stns.2.SamplePresent                   | false                            |  75115483 |        |                        | t    |            |                              |     2 |         3 | 
  8360 | 2012-11-26 12:59:58.329528-06 | stns.2.scint                           | 2.014                            | 101125700 |        |                        | t    |            |                              |     2 |         0 | 
  6562 | 2011-07-20 12:42:07.581085-05 | stns.2.scint.canHome                   | true                             |   9330118 |        |                        | t    |            |                              |     2 |         3 | 
  7275 | 2012-06-20 12:50:48.207991-05 | stns.2.scint.canMove                   | true                             |  74718799 |        |                        | t    |            |                              |     2 |         3 | 
  6546 | 2011-07-20 12:42:07.581085-05 | stns.2.scint.canStop                   | true                             |   9330118 |        |                        | t    |            |                              |     2 |         3 | 
  6271 | 2012-06-14 13:49:43.762176-05 | stns.2.scint.currentPreset             | 2                                |  73346903 |        |                        | t    |            |                              |     2 |         1 | 
  8364 | 2012-11-26 09:17:42.90732-06  | stns.2.scint.focus                     | 0.000                            | 101077613 |        |                        | t    |            |                              |     2 |         0 | 
  6553 | 2011-07-20 12:42:07.581085-05 | stns.2.scint.focus.canHome             | false                            |   9330118 |        |                        | t    |            |                              |     2 |         3 | 
  7271 | 2011-07-18 09:11:24.520242-05 | stns.2.scint.focus.canMove             | true                             |   5493676 |        |                        | t    |            |                              |     2 |         3 | 
  6569 | 2011-07-20 12:42:07.581085-05 | stns.2.scint.focus.canStop             | false                            |   9330118 |        |                        | t    |            |                              |     2 |         3 | 
  6290 | 2012-06-14 13:49:43.762176-05 | stns.2.scint.focus.currentPreset       | -1                               |  73346903 |        |                        | t    |            |                              |     2 |         1 | 
  7566 | 2011-07-20 12:21:40.926496-05 | stns.2.scint.focus.inPosition          | true                             |   9327154 |        |                        | t    |            |                              |     2 |         3 | 
  6246 | 2011-07-18 09:11:24.520242-05 | stns.2.scint.focus.name                | Scintillator XFocus              |   4195155 |        |                        | t    |            |                              |     2 |         0 | 
  6303 | 2012-06-14 13:49:43.762176-05 | stns.2.scint.focus.position            | 0                                |  73346903 |        |                        | t    |            |                              |     2 |         6 | 
  6269 | 2011-07-18 09:11:24.520242-05 | stns.2.scint.focus.presets.0.canTune   | 1                                |   4195155 |        |                        | t    |            |                              |     2 |         1 | {}
  6355 | 2012-11-14 16:20:02.891256-06 | stns.2.scint.focus.presets.0.position  | 53                               |  98629603 |        |                        | t    |            |                              |     2 |         6 | {id21e_kvs}
  6344 | 2011-07-18 09:11:24.520242-05 | stns.2.scint.focus.presets.length      | 1                                |   4195155 |        |                        | t    |            |                              |     2 |         1 | {}
  6470 | 2011-07-18 09:11:24.520242-05 | stns.2.scint.focus.printPrecision      | 0                                |   4195155 |        |                        | t    |            |                              |     2 |         1 | 
  7556 | 2012-06-20 12:41:44.67107-05  | stns.2.scint.inPosition                | true                             |  74717287 |        |                        | t    |            |                              |     2 |         3 | 
  6312 | 2011-07-18 09:11:24.520242-05 | stns.2.scint.largeStep                 | 0.02                             |   4195155 |        |                        | t    |            |                              |     2 |         6 | 
  6292 | 2011-07-18 09:11:24.520242-05 | stns.2.scint.maxPosition               | 85.8                             |   4195155 |        |                        | t    |            |                              |     2 |         6 | 
  6284 | 2011-07-18 09:11:24.520242-05 | stns.2.scint.minPosition               | -0.094                           |   4195155 |        |                        | t    |            |                              |     2 |         6 | 
  6348 | 2011-07-18 09:11:24.520242-05 | stns.2.scint.moveMode                  | translation                      |   4195155 |        |                        | t    |            |                              |     2 |         3 | 
  6238 | 2011-07-18 09:11:24.520242-05 | stns.2.scint.name                      | Scintillator/Photodiode          |   4195155 |        |                        | t    |            |                              |     2 |         0 | 
  6352 | 2012-02-02 13:16:28.644983-06 | stns.2.scint.negLimitSet               | 0                                |  49695545 |        |                        | t    |            |                              |     2 |         6 | 
  6218 | 2012-11-26 12:59:58.329528-06 | stns.2.scint.position                  | 2.014                            | 101125700 |        |                        | t    |            | moveAbs scint                |     2 |         6 | 
  6326 | 2012-02-02 13:16:28.644983-06 | stns.2.scint.posLimitSet               | 0                                |  49695545 |        |                        | t    |            |                              |     2 |         6 | 
  6226 | 2011-07-18 09:11:24.520242-05 | stns.2.scint.presets.0.canTune         | 0                                |   4195155 |        |                        | t    |            |                              |     2 |         6 | {}
  6351 | 2011-07-18 09:11:24.520242-05 | stns.2.scint.presets.0.name            | Photodiode                       |   4195155 |        |                        | t    |            |                              |     2 |         0 | {id21e_kvs}
  6247 | 2011-07-18 09:11:24.520242-05 | stns.2.scint.presets.0.position        | 83.095                           |   4195155 |        |                        | t    |            |                              |     2 |         6 | {id21e_kvs}
  6236 | 2011-07-18 09:11:24.520242-05 | stns.2.scint.presets.1.canTune         | 1                                |   4195155 |        |                        | t    |            |                              |     2 |         6 | {}
  6280 | 2011-07-18 09:11:24.520242-05 | stns.2.scint.presets.1.name            | Scintillator                     |   4195155 |        |                        | t    |            |                              |     2 |         0 | {id21e_kvs}
  6259 | 2011-07-18 09:11:24.520242-05 | stns.2.scint.presets.1.position        | 78.788                           |   4195155 |        |                        | t    |            |                              |     2 |         6 | {id21e_kvs}
  6267 | 2011-07-18 09:11:24.520242-05 | stns.2.scint.presets.2.canTune         | 0                                |   4195155 |        |                        | t    |            |                              |     2 |         6 | {}
  6307 | 2011-07-18 09:11:24.520242-05 | stns.2.scint.presets.2.name            | Cover                            |   4195155 |        |                        | t    |            |                              |     2 |         0 | {id21e_kvs}
  6278 | 2011-07-18 09:11:24.520242-05 | stns.2.scint.presets.2.position        | 2                                |   4195155 |        |                        | t    |            |                              |     2 |         6 | {id21e_kvs}
  6240 | 2011-07-18 09:11:24.520242-05 | stns.2.scint.presets.length            | 3                                |   4195155 |        |                        | t    |            |                              |     2 |         1 | {}
  6460 | 2011-07-18 09:11:24.520242-05 | stns.2.scint.printPrecision            | 4                                |   4195155 |        |                        | t    |            |                              |     2 |         1 | 
  6305 | 2011-07-18 09:11:24.520242-05 | stns.2.scint.smallStep                 | 0.002                            |   4195155 |        |                        | t    |            |                              |     2 |         6 | 
  6298 | 2012-06-20 12:50:48.207991-05 | stns.2.shutterStatus                   | false                            |  74718799 |        |                        | t    |            |                              |     2 |         3 | 
  7762 | 2011-08-02 16:06:23.693814-05 | stns.2.stns.2.centers.1.ax             | 0.758                            |  11877541 |        |                        | t    |            |                              |     2 |         0 | 
  7756 | 2011-08-02 16:06:23.693814-05 | stns.2.stns.2.centers.1.ay             | -0.3847                          |  11877535 |        |                        | t    |            |                              |     2 |         0 | 
  7757 | 2011-08-02 16:06:23.693814-05 | stns.2.stns.2.centers.1.az             | 0.0138                           |  11877536 |        |                        | t    |            |                              |     2 |         0 | 
  7761 | 2011-08-02 16:06:23.693814-05 | stns.2.stns.2.centers.1.b              | 0                                |  11877540 |        |                        | t    |            |                              |     2 |         0 | 
  7755 | 2011-08-02 16:06:23.693814-05 | stns.2.stns.2.centers.1.cy             | -0.7151                          |  11877534 |        |                        | t    |            |                              |     2 |         0 | 
  7763 | 2011-08-02 16:06:23.693814-05 | stns.2.stns.2.centers.1.kappa          | -0.5                             |  11877542 |        |                        | t    |            |                              |     2 |         0 | 
  7758 | 2011-08-02 16:06:23.693814-05 | stns.2.stns.2.centers.1.phi            | 0                                |  11877537 |        |                        | t    |            |                              |     2 |         0 | 
  7753 | 2011-08-02 16:06:23.693814-05 | stns.2.stns.2.centers.1.t0             | 0                                |  11877532 |        |                        | t    |            |                              |     2 |         0 | 
  7760 | 2011-08-02 16:06:23.693814-05 | stns.2.stns.2.centers.1.zoom           | 1                                |  11877539 |        |                        | t    |            |                              |     2 |         0 | 
  7321 | 2012-11-27 14:16:01.419962-06 | stns.2.stnshutter.close                | 0                                |   7619988 |     94 | PC:21ID:Rem_EshtrClose | t    |            |                              |     2 |         3 | 
  7320 | 2012-11-27 14:16:01.419962-06 | stns.2.stnshutter.open                 | 0                                |   7619950 |     93 | PC:21ID:Rem_EshtrOpen  | t    |            |                              |     2 |         3 | 
  6594 | 2012-11-27 14:16:01.419962-06 | stns.2.table.horiz                     | 0.0                              |  96527078 |    369 | 21:E1:TB:L:RqsPos      | f    | 21:E1:TB:L |                              |     2 |         6 | 
  6598 | 2012-11-27 14:16:01.419962-06 | stns.2.table.horiz.maxPosition         | 15.0                             |   6326282 |    373 | 21:E1:TB:L:RqsPos.DRVH | t    |            |                              |     2 |         6 | 
  6599 | 2012-11-27 14:16:01.419962-06 | stns.2.table.horiz.minPosition         | -15.0                            |   6326290 |    372 | 21:E1:TB:L:RqsPos.DRVL | t    |            |                              |     2 |         6 | 
  6596 | 2012-11-27 14:16:01.419962-06 | stns.2.table.horiz.negLimitSet         | 0.0                              |   6326281 |    374 | 21:E1:TB:L:NgLimSet    | t    |            |                              |     2 |         6 | 
  6595 | 2012-11-27 14:16:01.419962-06 | stns.2.table.horiz.position            | -0.000225610655193               |  96527078 |    370 | 21:E1:TB:L:ActPos      | t    |            |                              |     2 |         6 | 
  6597 | 2012-11-27 14:16:01.419962-06 | stns.2.table.horiz.posLimitSet         | 0.0                              |   6326290 |    375 | 21:E1:TB:L:PsLimSet    | t    |            |                              |     2 |         6 | 
  6600 | 2012-11-27 14:16:01.419962-06 | stns.2.table.horiz.smallStep           | 0.01                             |   6326282 |    459 | 21:E1:TB:L:RqsPosInc   | t    |            |                              |     2 |         6 | 
  6593 | 2011-06-28 15:05:01.449442-05 | stns.2.table.printPrecision            | 3                                |   4369772 |        |                        | t    |            |                              |     2 |         1 | 
  6586 | 2012-11-27 14:16:01.419962-06 | stns.2.table.vert                      | -13.0                            |   6326285 |    352 | 21:E1:TB:H:RqsPos      | f    | 21:E1:TB:H |                              |     2 |         6 | 
  6590 | 2012-11-27 14:16:01.419962-06 | stns.2.table.vert.maxPosition          | 25.0                             |   6326290 |    356 | 21:E1:TB:H:RqsPos.DRVH | t    |            |                              |     2 |         6 | 
  6591 | 2012-11-27 14:16:01.419962-06 | stns.2.table.vert.minPosition          | -25.0                            |   6326290 |    355 | 21:E1:TB:H:RqsPos.DRVL | t    |            |                              |     2 |         6 | 
  6588 | 2012-11-27 14:16:01.419962-06 | stns.2.table.vert.negLimitSet          | 0.0                              |   6326286 |    357 | 21:E1:TB:H:NgLimSet    | t    |            |                              |     2 |         6 | 
  6587 | 2012-11-27 14:16:01.419962-06 | stns.2.table.vert.position             | -13.0000500988                   |  96527078 |    353 | 21:E1:TB:H:ActPos      | t    |            |                              |     2 |         6 | 
  6589 | 2012-11-27 14:16:01.419962-06 | stns.2.table.vert.posLimitSet          | 0.0                              |   6326286 |    358 | 21:E1:TB:H:PsLimSet    | t    |            |                              |     2 |         6 | 
  6592 | 2012-11-27 14:16:01.419962-06 | stns.2.table.vert.smallStep            | 0.01                             |   6326288 |    458 | 21:E1:TB:H:RqsPosInc   | t    |            |                              |     2 |         6 | 
  6370 | 2012-11-27 14:16:01.419962-06 | stns.2.undulator.energy.position       | 15.426384449                     | 101254740 |     56 | ID21ds:Energy          | t    |            |                              |     2 |         6 | 
  6632 | 2011-06-28 15:06:15.86074-05  | stns.2.undulator.energy.printPrecision | 3                                |   4369772 |        |                        | t    |            |                              |     2 |         1 | 
  6342 | 2011-07-18 09:11:24.520242-05 | stns.2.XFocus                          | 0.4921875                        |   4195155 |        |                        | t    |            |                              |     2 |         6 | 
  6317 | 2012-06-21 09:03:52.644306-05 | stns.2.XSize                           | 1345.536                         |  75116116 |        |                        | t    |            |                              |     2 |         6 | 
  6251 | 2011-07-18 09:11:24.520242-05 | stns.2.YFocus                          | 0.5                              |   4195155 |        |                        | t    |            |                              |     2 |         6 | 
  6340 | 2012-06-21 09:03:52.644306-05 | stns.2.YSize                           | 1010.88                          |  75116116 |        |                        | t    |            |                              |     2 |         6 | 
  6274 | 2012-11-26 15:07:01.537841-06 | stns.2.zoom                            | 1.988                            | 101167278 |        |                        | t    |            |                              |     2 |         6 | 
  8339 | 2012-11-26 15:07:01.537841-06 | stns.2.zoom.position                   | 2                                | 101167278 |        |                        | t    |            |                              |     2 |         0 | 
(623 rows)

